,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
FBgn0261547,6.72103442301984e-55,-0.278017644474148,0.483,0.554,1.34420688460397e-51,0,FBgn0261547
FBgn0045842,1.34914329685784e-53,-0.362892668514775,0.591,0.625,2.69828659371568e-50,0,FBgn0045842
FBgn0036341,2.19648131466673e-49,-0.381366694560923,0.679,0.71,4.39296262933345e-46,0,FBgn0036341
FBgn0086558,3.27975053653582e-49,-0.302019061105665,0.88,0.922,6.55950107307165e-46,0,FBgn0086558
FBgn0264437,1.93664482808707e-47,-0.763583088388779,0.782,0.783,3.87328965617414e-44,0,FBgn0264437
FBgn0020304,3.31674664800771e-47,-0.462221294648468,0.773,0.797,6.63349329601542e-44,0,FBgn0020304
FBgn0032857,4.95016022099803e-47,-0.645180737926618,0.755,0.721,9.90032044199607e-44,0,FBgn0032857
FBgn0263930,5.38983386281618e-46,-0.620785285542173,0.679,0.66,1.07796677256324e-42,0,FBgn0263930
FBgn0010424,3.23127869074561e-45,-1.35617538989004,0.737,0.743,6.46255738149122e-42,0,FBgn0010424
FBgn0038353,1.44974486459732e-42,0.299480464229757,0.606,0.65,2.89948972919464e-39,0,FBgn0038353
FBgn0085442,3.54697207716108e-42,-0.413735601614876,0.666,0.692,7.09394415432216e-39,0,FBgn0085442
FBgn0031682,8.37087298849329e-40,-0.257785930786526,0.575,0.658,1.67417459769866e-36,0,FBgn0031682
FBgn0283437,1.64282166957176e-39,-1.82485249578784,0.872,0.913,3.28564333914353e-36,0,FBgn0283437
FBgn0037468,1.77276153869998e-36,-0.420524969065204,0.858,0.875,3.54552307739996e-33,0,FBgn0037468
FBgn0259740,1.00543581505709e-35,-0.647649843042184,0.897,0.907,2.01087163011418e-32,0,FBgn0259740
FBgn0030955,4.71082675773629e-32,-0.39408670029283,0.957,0.971,9.42165351547259e-29,0,FBgn0030955
FBgn0039051,3.14539819805301e-29,-0.624238848567766,0.742,0.679,6.29079639610602e-26,0,FBgn0039051
FBgn0002719,4.12785223281863e-27,-0.454756897387764,0.769,0.743,8.25570446563726e-24,0,FBgn0002719
FBgn0052446,1.21013969589402e-26,-0.28942590910811,0.725,0.783,2.42027939178804e-23,0,FBgn0052446
FBgn0265413,2.18971183345926e-26,-0.795133238666822,0.882,0.904,4.37942366691853e-23,0,FBgn0265413
FBgn0000261,1.90958155913265e-25,0.278944421984992,0.723,0.758,3.8191631182653e-22,0,FBgn0000261
FBgn0053329,3.98751974803299e-24,-0.343246209726176,0.71,0.758,7.97503949606597e-21,0,FBgn0053329
FBgn0001091,3.98769665548047e-23,-0.286374578229593,0.783,0.821,7.97539331096093e-20,0,FBgn0001091
FBgn0047178,2.03061808163324e-22,-0.27308195115,0.843,0.862,4.06123616326647e-19,0,FBgn0047178
FBgn0033725,4.26896015472503e-21,0.507045815219236,0.491,0.476,8.53792030945005e-18,0,FBgn0033725
FBgn0000044,2.18626016420539e-19,-0.627076676185734,0.658,0.665,4.37252032841079e-16,0,FBgn0000044
FBgn0001233,1.26395569447684e-18,-0.379186154843445,0.778,0.831,2.52791138895367e-15,0,FBgn0001233
FBgn0000277,3.35327327048002e-17,-0.303025939494138,0.786,0.757,6.70654654096005e-14,0,FBgn0000277
FBgn0262146,1.01311260216343e-16,-0.298738904743569,0.636,0.573,2.02622520432685e-13,0,FBgn0262146
FBgn0033032,3.09556944395593e-16,-0.321936639697043,0.67,0.662,6.19113888791187e-13,0,FBgn0033032
FBgn0042106,4.90948710577393e-13,-0.624814553501203,0.778,0.821,9.81897421154786e-10,0,FBgn0042106
FBgn0000640,4.38006748490287e-11,-0.667888484849958,0.656,0.655,8.76013496980574e-08,0,FBgn0000640
FBgn0267252,5.73656602564244e-11,-0.467875037931942,0.933,0.955,1.14731320512849e-07,0,FBgn0267252
FBgn0031307,2.77913399901745e-10,-0.430185973123393,0.788,0.827,5.5582679980349e-07,0,FBgn0031307
FBgn0286071,4.51159800239922e-10,-0.319133570380284,0.554,0.472,9.02319600479844e-07,0,FBgn0286071
FBgn0034010,4.43642049899719e-09,-0.553390919082959,0.862,0.87,8.87284099799438e-06,0,FBgn0034010
FBgn0029507,1.42727320441188e-08,-0.393108082326288,0.832,0.83,2.85454640882376e-05,0,FBgn0029507
FBgn0050460,1.64066735653075e-08,-0.31976840501171,0.706,0.688,3.2813347130615e-05,0,FBgn0050460
FBgn0046294,1.70391830110813e-08,-0.290134124924107,0.298,0.337,3.40783660221626e-05,0,FBgn0046294
FBgn0259209,7.41549060856406e-08,-0.347167009190424,0.541,0.582,0.000148309812171281,0,FBgn0259209
FBgn0033367,1.33566877207967e-06,-1.59310864256442,0.95,0.959,0.00267133754415935,0,FBgn0033367
FBgn0038115,4.8175148385721e-06,0.263118770929708,0.431,0.405,0.00963502967714419,0,FBgn0038115
FBgn0034416,6.24187442970831e-06,-0.257538994580156,0.382,0.365,0.0124837488594166,0,FBgn0034416
FBgn0262794,7.82898783436464e-06,-0.399036660820885,0.746,0.75,0.0156579756687293,0,FBgn0262794
FBgn0029174,2.13615434971332e-05,-0.330164020057824,0.79,0.787,0.0427230869942664,0,FBgn0029174
FBgn0035679,8.3183982573977e-05,-0.783530182757143,0.729,0.763,0.166367965147954,0,FBgn0035679
FBgn0010388,0.000142275505962159,-0.348516122200168,0.825,0.82,0.284551011924319,0,FBgn0010388
FBgn0003053,0.000177550612198682,-0.37578815998652,0.67,0.696,0.355101224397365,0,FBgn0003053
FBgn0000276,0.000426776581383295,-0.321898251532102,0.747,0.698,0.85355316276659,0,FBgn0000276
FBgn0030160,0.000595593434651901,-0.287105775805963,0.776,0.74,1,0,FBgn0030160
FBgn0050148,0.000774177557239122,-0.279008736970119,0.62,0.577,1,0,FBgn0050148
FBgn0004569,0.00125501710143728,-0.251451122891551,0.49,0.485,1,0,FBgn0004569
FBgn0264815,0.00263978266415554,-0.465030697522901,0.581,0.619,1,0,FBgn0264815
FBgn0000279,0.0075744933044219,-0.628861419556853,0.824,0.817,1,0,FBgn0000279
FBgn0034010.1,0,1.99478429265546,0.922,0.851,0,1,FBgn0034010
FBgn0264437.1,0,1.28770062238538,0.873,0.753,0,1,FBgn0264437
FBgn0261989,0,0.949855683045545,0.834,0.765,0,1,FBgn0261989
FBgn0040813.1,0,0.805051974709235,0.998,0.994,0,1,FBgn0040813
FBgn0030362.1,0,0.781632625042823,0.983,0.977,0,1,FBgn0030362
FBgn0001086,0,0.289778999783836,0.78,0.654,0,1,FBgn0001086
FBgn0265191.1,0,-0.325401057520073,0.569,0.707,0,1,FBgn0265191
FBgn0267910,0,-0.335481655581614,1,1,0,1,FBgn0267910
FBgn0035587,0,-0.357313357381566,0.422,0.649,0,1,FBgn0035587
FBgn0063667,0,-0.366370727051026,0.603,0.748,0,1,FBgn0063667
FBgn0003943,0,-0.378926330294304,0.804,0.856,0,1,FBgn0003943
FBgn0037465.1,0,-0.417578997857868,0.595,0.701,0,1,FBgn0037465
FBgn0262565.1,0,-0.463886717139883,0.866,0.838,0,1,FBgn0262565
FBgn0037750.1,0,-0.490686427554103,0.702,0.746,0,1,FBgn0037750
FBgn0265174.1,0,-0.503728712360911,0.663,0.75,0,1,FBgn0265174
FBgn0086370.1,0,-0.508489126908674,0.66,0.769,0,1,FBgn0086370
FBgn0020251,0,-0.521435230402437,0.48,0.645,0,1,FBgn0020251
FBgn0037468.1,0,-0.556204437513581,0.786,0.897,0,1,FBgn0037468
FBgn0000043.1,0,-0.557178473665758,0.995,0.996,0,1,FBgn0000043
FBgn0267487.1,0,-0.566775642864488,0.731,0.789,0,1,FBgn0267487
FBgn0000308.1,0,-0.579421507862386,0.942,0.968,0,1,FBgn0000308
FBgn0047178.1,0,-0.620078319475439,0.82,0.868,0,1,FBgn0047178
FBgn0030955.1,0,-0.625471433618344,0.95,0.973,0,1,FBgn0030955
FBgn0036341.1,0,-0.627799577649496,0.576,0.742,0,1,FBgn0036341
FBgn0038243,0,-0.631834393032416,0.864,0.877,0,1,FBgn0038243
FBgn0033309.1,0,-0.635528784562926,0.683,0.773,0,1,FBgn0033309
FBgn0015795.1,0,-0.650953644195231,0.835,0.882,0,1,FBgn0015795
FBgn0003206.1,0,-0.653217389850331,0.708,0.788,0,1,FBgn0003206
FBgn0020304.1,0,-0.654985840919992,0.749,0.803,0,1,FBgn0020304
FBgn0019968.1,0,-0.661762928874928,0.597,0.734,0,1,FBgn0019968
FBgn0010246.1,0,-0.686884466897637,0.876,0.946,0,1,FBgn0010246
FBgn0028984.1,0,-0.694746591883388,0.842,0.833,0,1,FBgn0028984
FBgn0267252.1,0,-0.717045705292145,0.942,0.951,0,1,FBgn0267252
FBgn0031150.1,0,-0.726600680312315,0.614,0.708,0,1,FBgn0031150
FBgn0052672.1,0,-0.730183504416425,0.845,0.909,0,1,FBgn0052672
FBgn0001961.1,0,-0.731163145904891,0.889,0.959,0,1,FBgn0001961
FBgn0029095.1,0,-0.732051080445396,0.885,0.914,0,1,FBgn0029095
FBgn0001987.1,0,-0.73433304783746,0.693,0.783,0,1,FBgn0001987
FBgn0010395.1,0,-0.734638043966135,0.801,0.804,0,1,FBgn0010395
FBgn0001105.1,0,-0.738169327815621,0.906,0.957,0,1,FBgn0001105
FBgn0036518.1,0,-0.746847110153271,0.805,0.862,0,1,FBgn0036518
FBgn0261458.1,0,-0.749201240631062,0.944,0.972,0,1,FBgn0261458
FBgn0035539.1,0,-0.749248860872704,0.824,0.833,0,1,FBgn0035539
FBgn0262582.1,0,-0.764888618161937,0.521,0.738,0,1,FBgn0262582
FBgn0000253.1,0,-0.769931080237105,0.994,0.997,0,1,FBgn0000253
FBgn0263077.1,0,-0.772394672080522,0.698,0.808,0,1,FBgn0263077
FBgn0015229.1,0,-0.774530539972842,0.511,0.683,0,1,FBgn0015229
FBgn0033724.1,0,-0.794249947670381,0.926,0.957,0,1,FBgn0033724
FBgn0040296.1,0,-0.797874381665197,0.617,0.734,0,1,FBgn0040296
FBgn0032731.1,0,-0.798103018832276,0.893,0.931,0,1,FBgn0032731
FBgn0003660.1,0,-0.798390666829852,0.887,0.941,0,1,FBgn0003660
FBgn0053494.1,0,-0.810622783750558,0.853,0.931,0,1,FBgn0053494
FBgn0026189.1,0,-0.811820478331138,0.85,0.882,0,1,FBgn0026189
FBgn0040285.1,0,-0.813914958032108,0.822,0.891,0,1,FBgn0040285
FBgn0034894.1,0,-0.822996692394313,0.847,0.876,0,1,FBgn0034894
FBgn0031090.1,0,-0.823401629235888,0.78,0.842,0,1,FBgn0031090
FBgn0259977.1,0,-0.829890322895759,0.841,0.838,0,1,FBgn0259977
FBgn0028427.1,0,-0.845566444482453,0.887,0.915,0,1,FBgn0028427
FBgn0022709.1,0,-0.85023414200713,0.778,0.797,0,1,FBgn0022709
FBgn0000723.1,0,-0.851149357666387,0.804,0.831,0,1,FBgn0000723
FBgn0024150.1,0,-0.859877489676369,0.65,0.781,0,1,FBgn0024150
FBgn0032191.1,0,-0.865310466256375,0.878,0.897,0,1,FBgn0032191
FBgn0026602.1,0,-0.877949221821029,0.738,0.82,0,1,FBgn0026602
FBgn0037720.1,0,-0.897329694023455,0.479,0.747,0,1,FBgn0037720
FBgn0036663.1,0,-0.900052176871579,0.708,0.826,0,1,FBgn0036663
FBgn0026374.1,0,-0.916343850768057,0.72,0.821,0,1,FBgn0026374
FBgn0031080.1,0,-0.92538362518914,0.817,0.855,0,1,FBgn0031080
FBgn0265991.1,0,-0.940854406624483,0.776,0.815,0,1,FBgn0265991
FBgn0000083.1,0,-0.942317127679876,0.965,0.986,0,1,FBgn0000083
FBgn0027066.1,0,-0.943491326005445,0.928,0.95,0,1,FBgn0027066
FBgn0012051.1,0,-0.953905654546938,0.774,0.858,0,1,FBgn0012051
FBgn0003890.1,0,-0.961202910746795,0.811,0.884,0,1,FBgn0003890
FBgn0031213.1,0,-0.984617704187511,0.702,0.847,0,1,FBgn0031213
FBgn0014141.1,0,-0.985542083822895,0.958,0.968,0,1,FBgn0014141
FBgn0038088.1,0,-0.993124801620364,0.838,0.869,0,1,FBgn0038088
FBgn0053056.1,0,-0.997516016884212,0.847,0.872,0,1,FBgn0053056
FBgn0036742.1,0,-1.01029772506927,0.761,0.803,0,1,FBgn0036742
FBgn0032400.1,0,-1.01162786025468,0.744,0.837,0,1,FBgn0032400
FBgn0027657.1,0,-1.01329016792931,0.767,0.817,0,1,FBgn0027657
FBgn0052412.1,0,-1.01477604077279,0.793,0.853,0,1,FBgn0052412
FBgn0040551.1,0,-1.02725112609031,0.885,0.906,0,1,FBgn0040551
FBgn0086347.1,0,-1.10821858161105,0.868,0.916,0,1,FBgn0086347
FBgn0004636.1,0,-1.11289560179875,0.924,0.959,0,1,FBgn0004636
FBgn0010397.1,0,-1.12390277862263,0.904,0.93,0,1,FBgn0010397
FBgn0034443.1,0,-1.17593464221698,0.939,0.966,0,1,FBgn0034443
FBgn0026084.1,0,-1.19108016760423,0.942,0.979,0,1,FBgn0026084
FBgn0029903.1,0,-1.1978549765204,0.627,0.827,0,1,FBgn0029903
FBgn0014011.1,0,-1.20453522508826,0.885,0.937,0,1,FBgn0014011
FBgn0260442.1,0,-1.21203427572362,0.938,0.957,0,1,FBgn0260442
FBgn0004397.1,0,-1.22894103502265,0.739,0.86,0,1,FBgn0004397
FBgn0000256.1,0,-1.24488688254423,0.803,0.824,0,1,FBgn0000256
FBgn0051363.1,0,-1.24592875212045,0.935,0.967,0,1,FBgn0051363
FBgn0000042.1,0,-1.2541282995572,0.998,0.999,0,1,FBgn0000042
FBgn0032897.1,0,-1.28164993151973,0.813,0.84,0,1,FBgn0032897
FBgn0033504.1,0,-1.29396231071772,0.711,0.774,0,1,FBgn0033504
FBgn0038206.1,0,-1.30117032070005,0.815,0.877,0,1,FBgn0038206
FBgn0265413.1,0,-1.31398500942817,0.868,0.908,0,1,FBgn0265413
FBgn0051729.1,0,-1.32947420617383,0.591,0.814,0,1,FBgn0051729
FBgn0002868.1,0,-1.34260245489398,0.9,0.929,0,1,FBgn0002868
FBgn0010424.1,0,-1.34950664480377,0.692,0.757,0,1,FBgn0010424
FBgn0034219.1,0,-1.35002857415493,0.909,0.921,0,1,FBgn0034219
FBgn0004657.1,0,-1.36540556756744,0.911,0.951,0,1,FBgn0004657
FBgn0003218.1,0,-1.3690976864046,0.741,0.795,0,1,FBgn0003218
FBgn0024238.1,0,-1.40067631304038,0.855,0.915,0,1,FBgn0024238
FBgn0003886.1,0,-1.411125292314,0.987,0.995,0,1,FBgn0003886
FBgn0261561.1,0,-1.41113867127145,0.782,0.879,0,1,FBgn0261561
FBgn0037386.1,0,-1.42207242330545,0.963,0.982,0,1,FBgn0037386
FBgn0035708.1,0,-1.46197249916379,0.823,0.819,0,1,FBgn0035708
FBgn0263380.1,0,-1.47986153058969,0.878,0.915,0,1,FBgn0263380
FBgn0003748.1,0,-1.4810327915641,0.907,0.926,0,1,FBgn0003748
FBgn0264895.1,0,-1.49499507918244,0.888,0.911,0,1,FBgn0264895
FBgn0032140.1,0,-1.50627291169284,0.881,0.926,0,1,FBgn0032140
FBgn0035498.1,0,-1.58316504766944,0.896,0.932,0,1,FBgn0035498
FBgn0032886.1,0,-1.62109976772566,0.78,0.878,0,1,FBgn0032886
FBgn0050035.1,0,-1.65168654494222,0.823,0.858,0,1,FBgn0050035
FBgn0041087.1,0,-1.65428313850248,0.845,0.909,0,1,FBgn0041087
FBgn0032422.1,0,-1.72828149836915,0.956,0.973,0,1,FBgn0032422
FBgn0261363.1,0,-1.76164486374988,0.858,0.913,0,1,FBgn0261363
FBgn0030040.1,0,-1.76898346849844,0.956,0.973,0,1,FBgn0030040
FBgn0013733.1,0,-1.82962131596521,0.751,0.872,0,1,FBgn0013733
FBgn0030396.1,0,-1.84559500939746,0.842,0.879,0,1,FBgn0030396
FBgn0053225.1,0,-1.86965462390098,0.934,0.966,0,1,FBgn0053225
FBgn0266253.1,0,-1.87404494276966,0.89,0.917,0,1,FBgn0266253
FBgn0015872.1,0,-1.87605396164505,0.863,0.895,0,1,FBgn0015872
FBgn0037477.1,0,-1.87983723292913,0.906,0.918,0,1,FBgn0037477
FBgn0034005.1,0,-1.9799318441752,0.84,0.907,0,1,FBgn0034005
FBgn0038682.1,0,-2.01863572761332,0.888,0.904,0,1,FBgn0038682
FBgn0003888.1,0,-2.06836316389054,0.968,0.984,0,1,FBgn0003888
FBgn0015765.1,4.97768727730445e-308,-0.793300594003942,0.77,0.808,9.95537455460889e-305,1,FBgn0015765
FBgn0038890.1,6.17541971494132e-301,-0.945123093696009,0.813,0.811,1.23508394298826e-297,1,FBgn0038890
FBgn0016059.1,2.19785178084092e-300,-0.526454301573937,0.767,0.799,4.39570356168184e-297,1,FBgn0016059
FBgn0013672,5.3213063558712e-298,0.496635710109403,0.996,0.996,1.06426127117424e-294,1,FBgn0013672
FBgn0267849.1,8.68940942883528e-294,-0.405843885703565,0.682,0.745,1.73788188576706e-290,1,FBgn0267849
FBgn0261261.1,1.99984602158771e-292,-0.902289667392297,0.724,0.764,3.99969204317542e-289,1,FBgn0261261
FBgn0043070.1,5.42431524074825e-292,-0.726184167331212,0.875,0.893,1.08486304814965e-288,1,FBgn0043070
FBgn0265375.1,2.19329215414827e-291,-1.0683064422335,0.883,0.901,4.38658430829655e-288,1,FBgn0265375
FBgn0000279.1,5.99590621273929e-286,-0.879697478093785,0.82,0.819,1.19918124254786e-282,1,FBgn0000279
FBgn0263346.1,3.80620928653621e-282,-0.622266310894705,0.635,0.704,7.61241857307241e-279,1,FBgn0263346
FBgn0003884.1,4.05245866938018e-278,-0.461681691178637,0.988,0.992,8.10491733876036e-275,1,FBgn0003884
FBgn0034720.1,2.4728029080972e-277,-0.520206503313411,0.596,0.689,4.9456058161944e-274,1,FBgn0034720
FBgn0061198.1,7.10126339730826e-277,-0.330652985382258,0.865,0.889,1.42025267946165e-273,1,FBgn0061198
FBgn0283712.1,5.15371258122622e-275,-0.556910513070993,0.609,0.685,1.03074251624524e-271,1,FBgn0283712
FBgn0040850.1,3.52606536255521e-274,-0.332683003750932,0.777,0.764,7.05213072511042e-271,1,FBgn0040850
FBgn0013765.1,1.25416961316699e-268,-0.527955256914805,0.757,0.777,2.50833922633398e-265,1,FBgn0013765
FBgn0028490.1,6.27984593908144e-268,-0.540293330657007,0.858,0.858,1.25596918781629e-264,1,FBgn0028490
FBgn0014163.1,1.23201380314344e-266,-1.14740911082694,0.801,0.825,2.46402760628687e-263,1,FBgn0014163
FBgn0033033.1,7.76234816137617e-264,-0.807494628162857,0.73,0.752,1.55246963227523e-260,1,FBgn0033033
FBgn0004456.1,8.12947420063342e-264,-0.856472692383805,0.716,0.765,1.62589484012668e-260,1,FBgn0004456
FBgn0016672.1,1.16686043158359e-260,-0.755614809235473,0.726,0.778,2.33372086316718e-257,1,FBgn0016672
FBgn0014029.1,9.41214401942527e-257,-0.647824328693611,0.832,0.857,1.88242880388505e-253,1,FBgn0014029
FBgn0040837,3.39287255231729e-255,0.592245115280668,0.759,0.605,6.78574510463459e-252,1,FBgn0040837
FBgn0267795.1,1.31589158429736e-254,-0.431439883865998,0.931,0.952,2.63178316859471e-251,1,FBgn0267795
FBgn0261988.1,2.21415634804458e-252,-0.659800765856385,0.564,0.692,4.42831269608916e-249,1,FBgn0261988
FBgn0052066.1,4.37369477601239e-251,-0.64172882532595,0.576,0.711,8.74738955202478e-248,1,FBgn0052066
FBgn0003447.1,2.94285459691787e-250,-0.702209294048812,0.57,0.659,5.88570919383575e-247,1,FBgn0003447
FBgn0030670.1,7.182625353442e-249,-0.620133513006828,0.75,0.775,1.4365250706884e-245,1,FBgn0030670
FBgn0001092.1,6.40432328149504e-248,-0.900289038430804,0.877,0.906,1.28086465629901e-244,1,FBgn0001092
FBgn0264693.1,4.11201530362917e-244,-0.54561259273074,0.515,0.649,8.22403060725833e-241,1,FBgn0264693
FBgn0043841,2.65221178371782e-237,-0.544370097014478,0.848,0.853,5.30442356743565e-234,1,FBgn0043841
FBgn0040299.1,1.39280514867924e-234,-0.693776271151458,0.828,0.801,2.78561029735849e-231,1,FBgn0040299
FBgn0259481.1,2.60241534463032e-230,-0.678503226042775,0.774,0.815,5.20483068926063e-227,1,FBgn0259481
FBgn0262160.1,5.67914534868541e-228,-0.838775570776988,0.72,0.756,1.13582906973708e-224,1,FBgn0262160
FBgn0266417.1,1.87801048439786e-221,-0.707618670985442,0.815,0.816,3.75602096879572e-218,1,FBgn0266417
FBgn0042106.1,6.32334406348301e-221,-0.588890350100009,0.811,0.809,1.2646688126966e-217,1,FBgn0042106
FBgn0085359.1,1.91653929660686e-220,-1.19203865374413,0.827,0.851,3.83307859321372e-217,1,FBgn0085359
FBgn0017581,1.04250143316186e-218,-0.433560944405551,0.769,0.857,2.08500286632372e-215,1,FBgn0017581
FBgn0032899,6.72004068573659e-217,-0.270911418476433,0.801,0.758,1.34400813714732e-213,1,FBgn0032899
FBgn0030114.1,2.30783632286249e-216,-0.493181135182093,0.732,0.749,4.61567264572499e-213,1,FBgn0030114
FBgn0003124.1,1.67841543124691e-213,0.258021260619705,0.752,0.661,3.35683086249382e-210,1,FBgn0003124
FBgn0029167.1,7.0113314449651e-212,0.49695239897556,0.967,0.95,1.40226628899302e-208,1,FBgn0029167
FBgn0000299.1,1.24517542440795e-210,0.519750803335767,0.959,0.93,2.4903508488159e-207,1,FBgn0000299
FBgn0036805.1,2.36537074650474e-210,-0.523300688316638,0.853,0.857,4.73074149300948e-207,1,FBgn0036805
FBgn0032857.1,2.09453072610572e-209,-0.607871701766795,0.732,0.73,4.18906145221144e-206,1,FBgn0032857
FBgn0038679.1,3.54580718798694e-206,-0.648303562753476,0.847,0.802,7.09161437597387e-203,1,FBgn0038679
FBgn0015221.1,5.6597991693048e-206,-0.381073930212618,0.852,0.896,1.13195983386096e-202,1,FBgn0015221
FBgn0000318.1,1.38930768069691e-204,-0.591271343818158,0.882,0.896,2.77861536139381e-201,1,FBgn0000318
FBgn0266719.1,5.00084062257098e-204,-0.595218264899406,0.736,0.727,1.0001681245142e-200,1,FBgn0266719
FBgn0031307.1,2.24164372814853e-202,-0.756039669741664,0.834,0.81,4.48328745629705e-199,1,FBgn0031307
FBgn0013763.1,4.27435217281437e-202,0.573358435217825,0.935,0.925,8.54870434562874e-199,1,FBgn0013763
FBgn0030847.1,9.47304080322185e-202,-0.577884268348892,0.602,0.658,1.89460816064437e-198,1,FBgn0030847
FBgn0036752.1,1.86639745237207e-201,-0.740028844864671,0.707,0.761,3.73279490474415e-198,1,FBgn0036752
FBgn0036918.1,2.76035017258889e-199,-0.339785325761677,0.777,0.826,5.52070034517778e-196,1,FBgn0036918
FBgn0267727.1,1.52626772271751e-198,0.60474009823639,0.856,0.758,3.05253544543501e-195,1,FBgn0267727
FBgn0001624.1,4.17650816649591e-197,-0.449997970822475,0.6,0.693,8.35301633299182e-194,1,FBgn0001624
FBgn0010406.1,1.17666092829383e-196,-0.359677194461379,0.808,0.787,2.35332185658766e-193,1,FBgn0010406
FBgn0259243.1,1.53662841066608e-196,-0.472448233623821,0.632,0.682,3.07325682133215e-193,1,FBgn0259243
FBgn0030520.1,6.25876028660215e-195,0.453743968018917,0.843,0.775,1.25175205732043e-191,1,FBgn0030520
FBgn0259228.1,3.63781574669194e-194,-0.866273517346267,0.873,0.863,7.27563149338388e-191,1,FBgn0259228
FBgn0030160.1,5.07440162162023e-193,-0.299032359805162,0.747,0.751,1.01488032432405e-189,1,FBgn0030160
FBgn0015924.1,2.94503775038334e-192,-0.469768180370295,0.752,0.785,5.89007550076667e-189,1,FBgn0015924
FBgn0004387.1,4.82913975253675e-191,-0.618344516471086,0.713,0.752,9.65827950507349e-188,1,FBgn0004387
FBgn0085360.1,6.15545700773318e-188,0.454030745598871,0.832,0.745,1.23109140154664e-184,1,FBgn0085360
FBgn0033635.1,4.81469211513628e-186,-0.559471891387354,0.886,0.949,9.62938423027256e-183,1,FBgn0033635
FBgn0036433,2.29491791689992e-184,-0.272593549238189,0.763,0.699,4.58983583379985e-181,1,FBgn0036433
FBgn0042135.1,4.27369822322922e-184,-0.865627988512551,0.822,0.818,8.54739644645844e-181,1,FBgn0042135
FBgn0029932.1,1.47674365060953e-183,-1.16163915564903,0.775,0.781,2.95348730121907e-180,1,FBgn0029932
FBgn0053111.1,3.15810329556159e-181,-0.517552038312498,0.78,0.77,6.31620659112318e-178,1,FBgn0053111
FBgn0086558.1,6.34901677810694e-181,-0.299477435199603,0.903,0.913,1.26980335562139e-177,1,FBgn0086558
FBgn0031457.1,2.17173687716851e-178,-0.573666334591752,0.757,0.778,4.34347375433702e-175,1,FBgn0031457
FBgn0000579.1,1.02829226976598e-176,-0.398388102544015,0.796,0.859,2.05658453953195e-173,1,FBgn0000579
FBgn0039747.1,7.46029120669062e-172,-0.651801661302214,0.759,0.749,1.49205824133812e-168,1,FBgn0039747
FBgn0266569.1,2.56489009753384e-169,-0.585288965696841,0.756,0.778,5.12978019506768e-166,1,FBgn0266569
FBgn0051092.1,1.60618896677236e-164,-0.748580209869258,0.842,0.795,3.21237793354472e-161,1,FBgn0051092
FBgn0033188.1,2.88887129715372e-162,-0.416567033665009,0.736,0.795,5.77774259430744e-159,1,FBgn0033188
FBgn0039051.1,6.30871617164156e-162,-0.617773248268915,0.641,0.715,1.26174323432831e-158,1,FBgn0039051
FBgn0031012,6.45215945389653e-161,-0.253735621667557,0.468,0.562,1.29043189077931e-157,1,FBgn0031012
FBgn0062413,1.22478620262913e-160,-0.520945800429851,0.7,0.71,2.44957240525827e-157,1,FBgn0062413
FBgn0030412.1,5.07053700108153e-158,-0.612758543980089,0.716,0.731,1.01410740021631e-154,1,FBgn0030412
FBgn0038100,1.23524099768907e-157,-0.29940951495612,0.717,0.744,2.47048199537814e-154,1,FBgn0038100
FBgn0243514.1,6.60363681718937e-156,0.252818297584073,0.892,0.837,1.32072736343787e-152,1,FBgn0243514
FBgn0026090,7.62682109183479e-155,-0.261047239533918,0.789,0.782,1.52536421836696e-151,1,FBgn0026090
